client_id,last_name,first_name,patronymic,birth_date,passport_series,passport_number,passport_issued_by,address,phone,email
136,Борисов,Пров,Ефремович,2000-02-23,7948,741390,ГУ МВД России по Приморский край,"к. Александров, пер. Геологический, д. 5, 807740",8 493 085 36 86,kchernov@example.net
137,Веселова,Никита,Яковлевна,1995-07-19,9377,108203,ГУ МВД России по Ханты-Мансийский АО,"с. Якша, пер. Городской, д. 9, 631224",+7 797 497 35 02,litkinasinklitikija@example.org
138,Меркушева,Варфоломей,Еремеевич,1958-01-14,9580,413921,ГУ МВД России по Камчатский край,"п. Верхотурье, ул. Журавлева, д. 75, 757051",+7 (046) 187-23-46,ilinazinaida@example.com
139,Турова,Пров,Денисович,1997-11-12,9423,240814,ГУ МВД России по респ. Кабардино-Балкария,"д. Карпинск, пр. Труда, д. 3 к. 288, 743503",+7 365 024 91 63,litkinaalina@example.net
140,Маслова,Савелий,Львовна,1998-09-13,4324,212235,ГУ МВД России по Нижегородская обл.,"п. Тамбов, бул. Титова, д. 305, 273585",8 (306) 524-07-78,tit73@example.net
141,Макарова,Милен,Захарьевич,1958-01-31,8029,385577,ГУ МВД России по Чукотский АО,"д. Елец, наб. Механическая, д. 8 к. 386, 959351",8 (638) 782-9456,venedikt_18@example.net
142,Беляев,Владислав,Вячеславович,1949-12-03,4687,320861,ГУ МВД России по респ. Кабардино-Балкария,"п. Волгоград, пер. Коминтерна, д. 9/5, 539103",8 (170) 586-50-94,andron_2019@example.org
143,Кошелев,Бажен,Григорьевич,2002-03-03,5336,820892,ГУ МВД России по респ. Бурятия,"п. Калуга, бул. Новгородский, д. 98 стр. 2/6, 612286",8 (528) 975-5855,ozhdanova@example.com
144,Мухина,Любомир,Вячеславовна,2001-08-09,9143,629959,ГУ МВД России по Свердловская обл.,"ст. Усть-Джегута, наб. Терешковой, д. 8/7 стр. 104, 404335",+7 488 899 2107,german_24@example.com
145,Пономарева,Ипат,Даниилович,2005-12-03,7242,987204,ГУ МВД России по Красноярский край,"д. Кедровый, ул. Механизаторов, д. 3/8 стр. 194, 105566",+7 390 604 80 58,lidijaovchinnikova@example.net
146,Тимофеев,Антип,Константиновна,1960-05-29,1621,765095,ГУ МВД России по Ямало-Ненецкий АО,"с. Льгов, алл. Шахтерская, д. 2 к. 1/9, 416862",+7 (783) 769-38-98,iljabogdanov@example.com
147,Самойлов,Любомир,Леоновна,1998-03-30,6445,146228,ГУ МВД России по респ. Бурятия,"к. Нижневартовск, наб. Чайковского, д. 642, 927033",8 211 039 2405,timofeevradim@example.com
148,Нестеров,Епифан,Павловна,1946-12-07,1052,908577,ГУ МВД России по Кемеровская обл.,"д. Диксон, бул. Пролетарский, д. 9/1 стр. 3, 439407",+7 164 510 4636,lora_1976@example.com
149,Симонова,Эдуард,Алексеевна,1978-05-14,2691,374680,ГУ МВД России по респ. Ингушетия,"д. Апатиты, алл. Маяковского, д. 8, 205554",+7 (840) 460-8432,nikodim_21@example.net
150,Голубева,Евфросиния,Геннадиевна,1971-05-24,3066,678478,ГУ МВД России по Омская обл.,"с. Мирный, наб. Рылеева, д. 33 стр. 52, 629251",8 (812) 520-5664,olimpiada2025@example.net
151,Хохлов,Георгий,Семеновна,1995-08-18,6481,110139,ГУ МВД России по Волгоградская обл.,"г. Щельяюр, наб. Камская, д. 13 стр. 2, 289752",8 772 233 06 04,vzuev@example.net
152,Белякова,Елизар,Арсенович,1959-03-10,2419,824586,ГУ МВД России по Орловская обл.,"ст. Серов, пр. Черемушки, д. 696, 999880",8 (177) 038-8608,wpavlova@example.net
153,Щербаков,Кузьма,Феоктистович,1948-09-27,2979,137778,ГУ МВД России по Чукотский АО,"п. Ребриха, пер. Трактовый, д. 87 к. 381, 665702",8 (937) 145-21-11,alevtina1994@example.org
154,Быкова,Нестор,Николаевна,1981-01-11,5784,679364,ГУ МВД России по Новгородская обл.,"ст. Зеленоград, пер. Кавказский, д. 32 к. 564, 421230",84077780973,haritonprohorov@example.com
155,Зыков,Пров,Артурович,1976-04-05,2865,233636,ГУ МВД России по респ. Калмыкия,"г. Кабанск, ул. Тимирязева, д. 520, 101622",+79998279501,ljubomir56@example.org
156,Красильников,Ульян,Арсенович,1996-12-30,1549,482364,ГУ МВД России по Ставропольский край,"клх Кырен, пер. Красных Партизан, д. 13 к. 298, 946954",8 (995) 299-7877,emilijazhukova@example.net
157,Колесников,Август,Валерианович,1965-02-25,1555,320281,ГУ МВД России по респ. Саха (Якутия),"ст. Энгельс, пр. Трудовой, д. 6 к. 40, 414488",8 015 569 9023,martjan_77@example.org
158,Дорофеев,Светозар,Витальевич,1989-04-27,9741,799330,ГУ МВД России по Ненецкий АО,"ст. Псебай, ул. Горького, д. 9 стр. 639, 124056",8 (299) 629-1450,ostromir17@example.org
159,Лихачев,Ладислав,Григорьевич,1970-09-02,2355,918011,ГУ МВД России по Камчатский край,"ст. Ачинск, ул. Сурикова, д. 378, 578452",+7 823 076 81 04,ziminafekla@example.org
160,Колобов,Аникита,Бориславович,1968-01-24,8162,750810,ГУ МВД России по Алтайский край,"к. Кандалакша, наб. Энергетическая, д. 8, 422410",88813858542,filipp32@example.org
161,Крылова,Мартьян,Аскольдовна,1966-07-29,2940,270395,ГУ МВД России по Еврейская АО,"с. Белогорск (Амур.), пр. Трактовый, д. 366, 954538",+7 792 171 74 77,zaharbaranov@example.net
162,Якушева,Михаил,Тимурович,1962-12-11,3262,125990,ГУ МВД России по Челябинская обл.,"с. Сузун, ул. Шишкина, д. 857, 459928",+7 615 814 87 69,narhipov@example.org
163,Филиппов,Светозар,Теймуразович,1982-09-03,3252,920391,ГУ МВД России по респ. Коми,"ст. Салават, ш. Володарского, д. 22 стр. 2/8, 817246",+7 919 657 01 32,simonovaveronika@example.net
164,Лихачев,Твердислав,Ермолаевич,1955-07-16,6295,870763,ГУ МВД России по Ненецкий АО,"п. Мокшан, пер. Свободы, д. 6/2 к. 798, 405800",8 (514) 036-9656,bfadeev@example.net
165,Шестакова,Дементий,Харламович,1959-10-04,4144,266931,ГУ МВД России по Калужская обл.,"ст. Пушкинские Горы, наб. Кедровая, д. 20, 276212",8 796 927 86 87,orogov@example.org
166,Жукова,Аверьян,Вадимовна,1974-04-16,9923,501124,ГУ МВД России по Ханты-Мансийский АО,"д. Чебаркуль, ул. Почтовая, д. 6/2 к. 2/3, 781891",+7 (718) 949-0580,radovan2004@example.com
167,Емельянова,Максимильян,Федосеевич,1984-06-10,1470,333238,ГУ МВД России по Красноярский край,"г. Шарья, наб. Троицкая, д. 379 стр. 149, 712814",+72944401929,nonnafomina@example.org
168,Сафонова,Кира,Данилович,1963-03-01,3568,466643,ГУ МВД России по Ханты-Мансийский АО,"г. Долинск, ш. Сенное, д. 7/7 стр. 37, 950410",+7 (767) 478-36-67,galaktion86@example.org
169,Шашкова,Прохор,Тарасович,1965-01-13,4939,333752,ГУ МВД России по Хабаровский край,"д. Новгород Великий, пер. Абрикосовый, д. 5 к. 2, 967393",8 (525) 800-1061,vasili_2016@example.com
170,Быков,Марфа,Еремеевич,1969-04-21,1394,302511,ГУ МВД России по Краснодарский край,"д. Видное, пер. Тамбовский, д. 311, 921244",8 (174) 654-21-40,vnosov@example.org
171,Колобова,Капитон,Вячеславович,1962-12-16,6152,392136,ГУ МВД России по Еврейская АО,"д. Палана, бул. Победа, д. 728, 917410",+7 194 707 20 06,georgi56@example.net
172,Зайцева,Лидия,Сергеевна,1945-08-21,1845,468203,ГУ МВД России по Ямало-Ненецкий АО,"ст. Братск, алл. Школьная, д. 8/2 стр. 6, 601585",+7 743 280 63 46,evdokimovmiron@example.com
173,Евсеева,Акулина,Феоктистович,1951-02-28,9275,519093,ГУ МВД России по Воронежская обл.,"г. Чусовой, пр. 30 лет Победы, д. 884, 005050",8 138 782 93 10,pelagejalapina@example.org
174,Дьячкова,Ян,Андреевич,1977-06-14,9678,447235,ГУ МВД России по Челябинская обл.,"п. Яшалта, наб. Фестивальная, д. 3/2, 179931",+7 (656) 519-8253,kapustinadarja@example.com
175,Журавлев,Кир,Викторович,1949-09-08,1324,373903,ГУ МВД России по Ханты-Мансийский АО,"с. Корсаков, ул. Запрудная, д. 396 стр. 171, 219467",+7 (324) 876-32-90,polinakostina@example.org
176,Ларионова,Юлия,Ефимьевич,1988-01-24,3284,378361,ГУ МВД России по Приморский край,"п. Геленджик, ул. Коммунаров, д. 47 стр. 1, 127722",+7 054 364 5970,grishinantonin@example.net
177,Веселов,Алексей,Чеславович,1957-05-09,1423,725550,ГУ МВД России по респ. Башкортостан,"д. Челюскин, пр. Выгонный, д. 4 к. 253, 636317",87062397265,oksanamolchanova@example.org
178,Терентьев,Касьян,Германович,1988-05-23,6554,863934,ГУ МВД России по Камчатский край,"к. Дербент, ш. Вавилова, д. 7/3, 349292",88316873977,agafon63@example.org
179,Беспалов,Фока,Гурьевич,1967-08-28,5065,735656,ГУ МВД России по Свердловская обл.,"г. Бавлы, бул. Дарвина, д. 768 к. 2/8, 318063",+7 (543) 107-42-79,turovaoksana@example.com
